map,Route110_Layout,width,40,height,100,primary,gTileset_General,secondary,gTileset_Mauville
y\x,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x040E,0x0416,0x0542,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x0540,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x300E,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x1190,0x1170,0x1170,0x1170
1,0x04C6,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x0541,0x054A,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x0540,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C7,0x04C6,0x1190,0x1170,0x1170,0x1170
2,0x04C6,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x0542,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x0538,0x0532,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C7,0x04C7,0x04C6,0x1190,0x1170,0x1170,0x1170
3,0x04C6,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x0542,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x0540,0x3001,0x0416,0x0416,0x0416,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C7,0x04C6,0x301D,0x1179,0x1170,0x1170
4,0x0416,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x0416,0x0542,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x0538,0x0532,0x3001,0x3001,0x3001,0x3001,0x0416,0x0416,0x0416,0x0416,0x0416,0x0416,0x0416,0x0416,0x0416,0x0416,0x0416,0x04C7,0x04C7,0x04C7,0x1190,0x1170,0x1170
5,0x118A,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x0541,0x054A,0x3001,0x3001,0x3001,0x3118,0x311A,0x3001,0x0540,0x0750,0x0751,0x074C,0x074C,0x074C,0x074C,0x074C,0x074C,0x074C,0x074C,0x074C,0x074C,0x074C,0x074C,0x0752,0x0753,0x04C7,0x04C6,0x04C6,0x1190,0x1170,0x1170
6,0x1192,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x0542,0x3001,0x3001,0x3001,0x3118,0x3121,0x3122,0x3001,0x0540,0x0758,0x42F5,0x42F6,0x42F6,0x42F6,0x42F6,0x42F6,0x42F6,0x42F6,0x42F6,0x42F6,0x42F6,0x42F6,0x42F6,0x42F7,0x075B,0x04C6,0x04C7,0x04C7,0x1190,0x1170,0x1170
7,0x1192,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x0542,0x3001,0x3001,0x3001,0x3120,0x3121,0x3122,0x3001,0x0540,0x0759,0x42E5,0x42FE,0x42FE,0x42FE,0x42FE,0x42FE,0x42FE,0x42FE,0x42FE,0x42FE,0x42FE,0x42FE,0x42FE,0x42E6,0x075A,0x04C6,0x04C7,0x04C7,0x1190,0x1170,0x1170
8,0x1192,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x0542,0x3001,0x3001,0x3118,0x3121,0x3121,0x3122,0x3001,0x0540,0x0761,0x42E5,0x42FE,0x42FE,0x42FE,0x42FE,0x42FE,0x42FE,0x42FE,0x42FE,0x42FE,0x42FE,0x42FE,0x42FE,0x42E6,0x0762,0x0776,0x04C7,0x04C7,0x1190,0x1170,0x1170
9,0x1192,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x0542,0x3001,0x3001,0x3120,0x3121,0x3121,0x312A,0x3001,0x0540,0x0760,0x42FD,0x42FE,0x42FE,0x42FE,0x42FE,0x42FE,0x42FE,0x42FE,0x42FE,0x42FE,0x42FE,0x42FE,0x42FE,0x42FF,0x0763,0x301C,0x04C7,0x04C7,0x1190,0x1170,0x1170
