map,Route124_Layout,width,80,height,80,primary,gTileset_General,secondary,gTileset_Mossdeep
y\x,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x173B,0x173D,0x1550,0x1551,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1550,0x0551,0x1170,0x1170,0x1170,0x1170,0x1550,0x0551,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0550,0x0551,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170
1,0x1170,0x1170,0x1170,0x1170,0x073B,0x073C,0x173D,0x1550,0x1551,0x157D,0x157E,0x0558,0x0559,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0558,0x1559,0x1550,0x0551,0x1575,0x0576,0x0558,0x1559,0x1575,0x0576,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0572,0x073C,0x073C,0x073C,0x1574,0x1170,0x0558,0x0559,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170
2,0x1170,0x1170,0x073B,0x073C,0x373E,0x3071,0x157C,0x0558,0x0559,0x1170,0x1170,0x1170,0x1170,0x1550,0x0551,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x173B,0x073C,0x073C,0x073C,0x173D,0x1170,0x173B,0x173D,0x1170,0x1170,0x0558,0x1559,0x057D,0x157E,0x1170,0x1170,0x057D,0x157E,0x1575,0x0576,0x0572,0x073C,0x073C,0x073C,0x1574,0x1170,0x1170,0x1575,0x0576,0x1170,0x057A,0x3071,0x346B,0x346D,0x30BE,0x1574,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170
3,0x1170,0x1170,0x057A,0x346B,0x306C,0x346D,0x157C,0x1170,0x1170,0x1170,0x114E,0x114E,0x1170,0x0558,0x1559,0x173B,0x173D,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0550,0x0551,0x1170,0x173B,0x073E,0x3071,0x3071,0x3071,0x373E,0x173D,0x157D,0x157E,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x057D,0x157E,0x057A,0x3071,0x3071,0x3071,0x157C,0x1575,0x0576,0x057D,0x157E,0x1170,0x1582,0x3489,0x347B,0x347D,0x3071,0x157C,0x1170,0x1170,0x1170,0x0550,0x0551,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170
4,0x1170,0x1170,0x057A,0x3473,0x3071,0x3475,0x157C,0x1170,0x1170,0x114E,0x114F,0x114F,0x114E,0x1170,0x1170,0x157D,0x157E,0x1170,0x1170,0x1170,0x1170,0x1170,0x0550,0x0551,0x1170,0x1170,0x173B,0x173D,0x1170,0x0558,0x0559,0x173B,0x073E,0x346B,0x306C,0x306C,0x346D,0x3071,0x157C,0x1170,0x1170,0x1170,0x114E,0x114E,0x1170,0x1170,0x1170,0x1550,0x0551,0x1170,0x0550,0x0551,0x1170,0x1582,0x3479,0x3489,0x3071,0x157C,0x057D,0x157E,0x1170,0x1170,0x0550,0x0551,0x1582,0x3479,0x3479,0x3479,0x1584,0x073B,0x073C,0x173D,0x0558,0x0559,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170
5,0x1170,0x1170,0x057A,0x3473,0x3071,0x3475,0x373E,0x173D,0x1170,0x114E,0x114F,0x114F,0x114E,0x1170,0x1170,0x1170,0x1170,0x073B,0x073C,0x173D,0x173B,0x173D,0x0558,0x0559,0x173B,0x173D,0x157D,0x157E,0x173B,0x173D,0x1170,0x057A,0x3071,0x3473,0x3071,0x3071,0x30BE,0x346D,0x157C,0x1170,0x1170,0x114E,0x114F,0x114F,0x114E,0x1170,0x1170,0x0558,0x1559,0x1170,0x0558,0x0559,0x1170,0x173B,0x173D,0x1582,0x3479,0x1584,0x1170,0x0550,0x0551,0x1170,0x0558,0x0559,0x1170,0x173B,0x173D,0x1170,0x1170,0x057A,0x3071,0x157C,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170
6,0x1170,0x1170,0x057A,0x3473,0x3071,0x30BE,0x346D,0x157C,0x1170,0x1170,0x114E,0x114E,0x1170,0x1170,0x1170,0x1170,0x1170,0x057A,0x3474,0x1584,0x157D,0x157E,0x1170,0x1170,0x157D,0x157E,0x1170,0x1170,0x157D,0x157E,0x1170,0x057A,0x346B,0x30BE,0x346B,0x306C,0x346D,0x3475,0x073E,0x173D,0x1170,0x114E,0x114F,0x114F,0x114E,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x157D,0x157E,0x1170,0x1170,0x1170,0x1170,0x0558,0x0559,0x1170,0x1170,0x1170,0x1170,0x057D,0x157E,0x1170,0x1170,0x1582,0x3479,0x1584,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170
7,0x1170,0x1170,0x057A,0x3473,0x3071,0x3071,0x3475,0x157C,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1582,0x1584,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x11AD,0x0602,0x073C,0x073C,0x1603,0x11AF,0x057A,0x3473,0x346B,0x30BE,0x3071,0x3475,0x30BE,0x346D,0x157C,0x1170,0x1170,0x114E,0x114E,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x11AD,0x0602,0x073C,0x073C,0x073C,0x1603,0x11AF,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x173B,0x173D,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170
8,0x1170,0x1170,0x057A,0x347B,0x3489,0x3071,0x3475,0x157C,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x11B5,0x3566,0x3071,0x3071,0x3567,0x11B7,0x057A,0x3473,0x3473,0x3071,0x3071,0x3475,0x3071,0x3475,0x373E,0x173D,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x11B5,0x3566,0x346B,0x306C,0x346D,0x3567,0x319C,0x31AE,0x31AE,0x11AF,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x057D,0x157E,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170
9,0x1170,0x1170,0x1582,0x3489,0x3473,0x3071,0x3475,0x373E,0x173D,0x1170,0x173B,0x173D,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x11B5,0x3566,0x3071,0x3071,0x3567,0x11B7,0x057A,0x3473,0x3473,0x3071,0x3071,0x3475,0x3071,0x3475,0x3071,0x157C,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x11B5,0x3566,0x3473,0x3071,0x3475,0x3567,0x319E,0x319E,0x319E,0x319C,0x11AF,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x114E,0x114E,0x1170,0x1170,0x1170,0x0550,0x0551,0x1170,0x1170,0x1170,0x1170,0x1170
