map,Route125_Layout,width,80,height,40,primary,gTileset_General,secondary,gTileset_Mossdeep
y\x,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1550,0x1551,0x1170,0x11AD,0x0602,0x0573,0x0573,0x0573,0x0573,0x0573,0x0573,0x0573,0x0573,0x0573,0x0573,0x0573,0x0573,0x0603,0x11AF,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170
1,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1558,0x1559,0x1170,0x11B5,0x0566,0x0471,0x046B,0x046C,0x046C,0x046C,0x046C,0x046C,0x046C,0x046C,0x046C,0x046D,0x0471,0x057C,0x11B7,0x1170,0x1170,0x1170,0x1170,0x1550,0x1551,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0550,0x0551,0x1170,0x1170,0x173B,0x173C,0x173D,0x1170,0x1170,0x1550,0x1551,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170
2,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x11B5,0x0566,0x0471,0x0473,0x0471,0x0471,0x0493,0x0494,0x0471,0x0471,0x0471,0x0471,0x04BF,0x046D,0x057C,0x11B7,0x1170,0x1170,0x1170,0x1170,0x1558,0x1559,0x1170,0x1170,0x1170,0x1170,0x1170,0x173B,0x173D,0x0558,0x0559,0x1170,0x1170,0x057A,0x3071,0x157C,0x1170,0x1170,0x1558,0x1559,0x173B,0x173D,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170
3,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x11AD,0x0602,0x0573,0x04BE,0x04BE,0x0471,0x0473,0x0493,0x0494,0x049B,0x049C,0x0471,0x0471,0x0471,0x0493,0x0494,0x0475,0x04BF,0x04BE,0x0573,0x0603,0x11AF,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x157D,0x157E,0x1170,0x1170,0x1550,0x1551,0x1582,0x3479,0x1584,0x1550,0x1551,0x1170,0x1170,0x157D,0x157E,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170
4,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x11B5,0x0566,0x046B,0x046C,0x046C,0x046C,0x04BE,0x049B,0x049C,0x0471,0x0471,0x0471,0x0471,0x0471,0x049B,0x049C,0x04BF,0x046D,0x0471,0x0471,0x057C,0x11B7,0x1170,0x1170,0x173B,0x173C,0x173C,0x173D,0x0550,0x0551,0x1170,0x1170,0x1170,0x1170,0x1558,0x1559,0x1170,0x1170,0x1170,0x1558,0x1559,0x1170,0x1170,0x1170,0x1170,0x173B,0x173D,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170
5,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x11AD,0x319B,0x0566,0x0473,0x046B,0x046C,0x046C,0x046C,0x046C,0x046C,0x046C,0x046C,0x046C,0x046C,0x046C,0x046C,0x046C,0x046D,0x04BF,0x046C,0x046D,0x057C,0x11B7,0x1170,0x1170,0x057A,0x3071,0x3071,0x157C,0x0558,0x0559,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x157D,0x157E,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170
6,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x11B5,0x055E,0x04BE,0x0473,0x0473,0x0471,0x046B,0x046C,0x046C,0x046C,0x046C,0x046C,0x046D,0x0471,0x0471,0x0471,0x0471,0x0475,0x0471,0x0471,0x0475,0x057C,0x11B7,0x1170,0x1170,0x1582,0x3479,0x3479,0x1584,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x173B,0x173D,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170
7,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x11B5,0x0566,0x046B,0x04BE,0x0473,0x0471,0x0473,0x0471,0x0471,0x0471,0x0471,0x0471,0x04BF,0x046C,0x046C,0x046D,0x0471,0x04BF,0x046D,0x0471,0x0475,0x0567,0x11B7,0x1170,0x173B,0x173D,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x11AD,0x31AE,0x31AE,0x31AE,0x31AE,0x31AE,0x31AE,0x11AF,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x157D,0x157E,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170
8,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x173B,0x173D,0x1170,0x11B5,0x0566,0x0473,0x0471,0x0473,0x0471,0x0473,0x0493,0x0494,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0475,0x0471,0x0471,0x0475,0x0471,0x0475,0x0567,0x1562,0x0551,0x157D,0x157E,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x11B5,0x3195,0x3196,0x3196,0x3196,0x3196,0x3197,0x319C,0x11AF,0x1170,0x173B,0x173C,0x173C,0x173C,0x173D,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170
9,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x157D,0x157E,0x11AD,0x319B,0x0566,0x0473,0x0471,0x0473,0x0471,0x0473,0x049B,0x049C,0x0471,0x0471,0x0471,0x0471,0x0471,0x0471,0x0475,0x0493,0x0494,0x0475,0x0474,0x047D,0x0567,0x156A,0x0559,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x11B5,0x319D,0x04A3,0x0481,0x0481,0x0482,0x3186,0x3197,0x319C,0x11AF,0x157A,0x146B,0x006C,0x146D,0x157C,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170
