map,Route134_Layout,width,80,height,40,primary,gTileset_General,secondary,gTileset_Pacifidlog
y\x,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0550,0x0551,0x1170,0x1170,0x1170,0x1170,0x0550,0x0551,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0550,0x0551,0x0575,0x0576,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0575,0x0576,0x0575,0x0576,0x1170,0x1170,0x0550,0x0551,0x1170,0x1170,0x1170,0x0550,0x0551,0x0550,0x0551,0x0575,0x0576,0x0550,0x0551,0x1170,0x1170,0x0550,0x0551,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0550,0x0551
1,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0575,0x0576,0x1170,0x1170,0x0575,0x0576,0x0550,0x0551,0x1170,0x0572,0x057B,0x0574,0x1170,0x0558,0x0559,0x1170,0x1170,0x0575,0x0576,0x0558,0x0559,0x0575,0x0576,0x1170,0x1170,0x0550,0x0551,0x0558,0x0559,0x057D,0x057E,0x0550,0x0551,0x1170,0x1170,0x0550,0x0551,0x1170,0x057D,0x057E,0x057D,0x057E,0x0575,0x0576,0x0558,0x0559,0x1170,0x0575,0x0576,0x0558,0x0559,0x0558,0x0559,0x057D,0x057E,0x0558,0x0559,0x0550,0x0551,0x0558,0x0559,0x0575,0x0576,0x1170,0x1170,0x0575,0x0576,0x1170,0x0558,0x0559
2,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0550,0x0551,0x1170,0x1170,0x057D,0x057E,0x0575,0x0576,0x057D,0x057E,0x0558,0x0559,0x1170,0x157A,0x1071,0x057C,0x0575,0x0576,0x1170,0x0550,0x0551,0x057D,0x057E,0x1170,0x1170,0x057D,0x057E,0x0575,0x0576,0x0558,0x0559,0x1170,0x1170,0x1170,0x1170,0x0558,0x0559,0x0575,0x0576,0x0558,0x0559,0x0550,0x0551,0x1170,0x1170,0x1170,0x057D,0x057E,0x1170,0x0575,0x0576,0x057D,0x057E,0x1256,0x3246,0x3246,0x3246,0x3246,0x3246,0x3246,0x1257,0x0558,0x0559,0x1263,0x1263,0x057D,0x057E,0x0550,0x0551,0x057D,0x057E,0x0550,0x0551,0x1170
3,0x1170,0x0550,0x0551,0x1170,0x1170,0x1170,0x0558,0x0559,0x0572,0x057B,0x0574,0x1170,0x057D,0x057E,0x1170,0x1170,0x1170,0x0575,0x0576,0x1582,0x1479,0x1584,0x057D,0x057E,0x1170,0x0558,0x0559,0x1170,0x1170,0x1170,0x1263,0x1263,0x1263,0x057D,0x057E,0x1263,0x1263,0x1263,0x1263,0x1170,0x1170,0x1170,0x1170,0x057D,0x057E,0x1170,0x1170,0x0558,0x0559,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x057D,0x057E,0x1170,0x1170,0x11B5,0x319E,0x055E,0x0557,0x0557,0x055F,0x319E,0x323F,0x3246,0x3246,0x3246,0x3246,0x3246,0x1257,0x0558,0x0559,0x1170,0x1170,0x0558,0x0559,0x1170
4,0x1170,0x0558,0x0559,0x1170,0x0572,0x057B,0x0574,0x1170,0x057A,0x1071,0x157C,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x057D,0x057E,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1263,0x1263,0x1256,0x3246,0x3246,0x1257,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1263,0x1266,0x124E,0x056E,0x0479,0x0479,0x056F,0x055E,0x0557,0x0557,0x0557,0x0557,0x055F,0x319E,0x125F,0x1263,0x126C,0x126C,0x126C,0x126C,0x126C,0x1263
5,0x0550,0x0551,0x1170,0x0572,0x04B4,0x1071,0x057C,0x1170,0x1582,0x1479,0x1584,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x125E,0x319E,0x319E,0x323F,0x1257,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1263,0x1263,0x1263,0x1266,0x1247,0x1247,0x124E,0x319E,0x056E,0x0479,0x0479,0x0479,0x0479,0x056F,0x124F,0x1267,0x126C,0x126C,0x126C,0x126C,0x1263,0x1263,0x1263
6,0x0558,0x0559,0x1170,0x057A,0x1071,0x1474,0x1584,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x125E,0x319E,0x319E,0x319E,0x323F,0x1257,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1263,0x1263,0x1263,0x1263,0x1266,0x1247,0x1247,0x1247,0x1247,0x1247,0x1247,0x1247,0x1267,0x126C,0x126C,0x126C,0x1263,0x1263,0x1263,0x1263,0x1263
7,0x1170,0x1170,0x1170,0x1582,0x1479,0x1584,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1263,0x1256,0x3246,0x3246,0x1257,0x1263,0x125E,0x319E,0x319E,0x319E,0x319E,0x323F,0x1257,0x1283,0x1283,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263
8,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1263,0x1263,0x125E,0x319E,0x319E,0x125F,0x1263,0x125E,0x319E,0x319E,0x319E,0x319E,0x319E,0x125F,0x1263,0x1283,0x1283,0x1283,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1256,0x3246,0x3246,0x3246,0x3246,0x1257,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263
9,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1263,0x1263,0x1263,0x1263,0x125E,0x319E,0x319E,0x323F,0x1257,0x125E,0x055E,0x0557,0x055F,0x319E,0x319E,0x125F,0x1263,0x0550,0x0551,0x1283,0x1283,0x1283,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1256,0x3246,0x3246,0x323E,0x055E,0x0557,0x0557,0x055F,0x125F,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263
10,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x125E,0x319E,0x319E,0x319E,0x125F,0x125E,0x0566,0x04DF,0x04BF,0x055F,0x124F,0x1267,0x1263,0x0558,0x0559,0x1263,0x0550,0x0551,0x1283,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1170,0x1170,0x1170,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1256,0x323E,0x055E,0x0557,0x0557,0x04BE,0x0474,0x0479,0x056F,0x125F,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263
11,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1256,0x323E,0x319E,0x319E,0x319E,0x125F,0x125E,0x056E,0x0479,0x0479,0x056F,0x125F,0x1263,0x1263,0x1263,0x1263,0x1263,0x0558,0x0559,0x1283,0x1283,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1256,0x3246,0x323E,0x055E,0x04BE,0x0474,0x0479,0x0479,0x056F,0x124F,0x1247,0x1267,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263
12,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1263,0x1263,0x1263,0x1256,0x323E,0x319E,0x319E,0x319E,0x319E,0x125F,0x1266,0x124E,0x055E,0x055F,0x319E,0x323F,0x3246,0x3246,0x3246,0x3246,0x3246,0x3246,0x3246,0x1257,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1256,0x323E,0x055E,0x0557,0x00BE,0x0474,0x056F,0x319E,0x319E,0x319E,0x125F,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263
13,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1263,0x1263,0x125E,0x319E,0x319E,0x055E,0x055F,0x319E,0x125F,0x1263,0x125E,0x056E,0x056F,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x323F,0x3246,0x3246,0x1257,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x125E,0x055E,0x00BE,0x0474,0x0479,0x056F,0x319E,0x319E,0x319E,0x124F,0x1267,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263
14,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1263,0x1263,0x1263,0x1256,0x323E,0x319E,0x319E,0x056E,0x056F,0x319E,0x125F,0x1263,0x1266,0x124E,0x319E,0x319E,0x055E,0x0557,0x0557,0x0557,0x0557,0x055F,0x319E,0x319E,0x319E,0x319E,0x319E,0x323F,0x3246,0x3246,0x3246,0x3246,0x3246,0x3246,0x3246,0x3246,0x3246,0x3246,0x3246,0x3246,0x3246,0x3246,0x3246,0x323E,0x0566,0x0474,0x056F,0x319E,0x319E,0x319E,0x319E,0x319E,0x125F,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263
15,0x0550,0x0551,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1263,0x1263,0x1263,0x1263,0x125E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x125F,0x1263,0x1263,0x1266,0x124E,0x319E,0x056E,0x0479,0x0479,0x0479,0x0479,0x056F,0x319E,0x055E,0x055F,0x319E,0x319E,0x3195,0x3196,0x3196,0x3196,0x3196,0x3196,0x3196,0x3196,0x3196,0x3196,0x3196,0x3196,0x3196,0x3196,0x3196,0x3196,0x3197,0x0566,0x0567,0x319E,0x319E,0x319E,0x319E,0x319E,0x124F,0x1267,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263
16,0x0558,0x0559,0x0550,0x0551,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1263,0x1263,0x1263,0x1263,0x1263,0x125E,0x319E,0x319E,0x055E,0x055F,0x319E,0x319E,0x125F,0x1263,0x1263,0x1263,0x1266,0x1247,0x1247,0x1247,0x1247,0x1247,0x1247,0x1247,0x124E,0x056E,0x056F,0x055E,0x055F,0x319D,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x3124,0x319F,0x0566,0x0567,0x319E,0x319E,0x319E,0x319E,0x124F,0x1267,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263
