map,SeafloorCavern_Room1_Layout,width,20,height,21,primary,gTileset_General,secondary,gTileset_Cave
y\x,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0x02F1,0x02F1,0x02F1,0x02F1,0x02F1,0x02F1,0x02F1,0x02F1,0x02F1,0x02F1,0x02F1,0x02F1,0x02F1,0x02F1,0x02F1,0x02F1,0x02F1,0x02F1,0x02F1,0x02F1
1,0x02F1,0x02F1,0x06EB,0x06F9,0x06F9,0x070E,0x06FE,0x06FF,0x06F9,0x06F9,0x06F9,0x06F9,0x06F9,0x06F9,0x06EC,0x32F1,0x32F1,0x32F1,0x02F1,0x02F1
2,0x02F1,0x02F1,0x06F2,0x06F1,0x06EB,0x0716,0x3306,0x0707,0x06EC,0x3211,0x3211,0x3211,0x3211,0x3211,0x06F8,0x06EC,0x32F1,0x32F1,0x02F1,0x02F1
3,0x02F1,0x02F1,0x06F2,0x06F1,0x06F2,0x3201,0x3201,0x3201,0x06F0,0x3211,0x3211,0x3211,0x3211,0x3211,0x3211,0x06F8,0x06EC,0x32F1,0x02F1,0x02F1
4,0x02F1,0x02F1,0x06F2,0x06F1,0x06F2,0x3201,0x3201,0x3201,0x06F8,0x06F9,0x3204,0x06EC,0x3211,0x3211,0x3211,0x3211,0x06F0,0x32F1,0x02F1,0x02F1
5,0x02F1,0x02F1,0x06F2,0x06F1,0x06F2,0x06ED,0x3201,0x3201,0x3201,0x3201,0x3201,0x06F8,0x06EC,0x3211,0x3211,0x3211,0x06F0,0x32F1,0x02F1,0x02F1
6,0x02F1,0x02F1,0x06F2,0x06F1,0x06F4,0x06EA,0x36EF,0x3201,0x3201,0x3201,0x3201,0x3201,0x06F8,0x06EC,0x3211,0x3211,0x06F8,0x06EC,0x02F1,0x02F1
7,0x02F1,0x02F1,0x06F2,0x06F1,0x06F1,0x06F2,0x36F7,0x3201,0x3201,0x3201,0x3201,0x3201,0x3201,0x06F0,0x3211,0x3211,0x3211,0x06F0,0x02F1,0x02F1
8,0x02F1,0x02F1,0x06F2,0x06F1,0x06F1,0x06F4,0x06E9,0x06E9,0x06E9,0x06E9,0x06E9,0x06EA,0x3201,0x06F0,0x3211,0x3211,0x3211,0x06F8,0x06EC,0x02F1
9,0x02F1,0x02F1,0x06F2,0x06EB,0x06F9,0x06F9,0x06EC,0x06F1,0x06F1,0x06F1,0x06F1,0x06F2,0x3201,0x06F0,0x3211,0x3211,0x3211,0x06ED,0x06F0,0x02F1
10,0x02F1,0x02F1,0x06F2,0x06F2,0x3201,0x3201,0x06F8,0x06F9,0x06F9,0x06F9,0x06F9,0x06FA,0x3201,0x06F8,0x06EC,0x3211,0x3211,0x3211,0x06F8,0x06EC
11,0x02F1,0x02F1,0x06F2,0x06F2,0x3201,0x3201,0x3201,0x3201,0x3201,0x3201,0x3201,0x3201,0x3201,0x3201,0x06F0,0x3211,0x3211,0x3211,0x06ED,0x06F0
12,0x02F1,0x02F1,0x06F2,0x06F2,0x3201,0x3201,0x06E8,0x36E9,0x36E9,0x36E9,0x36E9,0x06EA,0x3201,0x06ED,0x06F0,0x3211,0x3211,0x3211,0x3211,0x06F0
13,0x02F1,0x02F1,0x06F2,0x06F2,0x3201,0x3201,0x06F0,0x36F1,0x36F1,0x36F1,0x36F1,0x06F2,0x3201,0x3201,0x06F0,0x3211,0x3211,0x323C,0x3211,0x06F0
14,0x02F1,0x02F1,0x06F2,0x06F2,0x3201,0x06E8,0x36F3,0x36F1,0x36F1,0x36F1,0x36F1,0x06F2,0x3201,0x3201,0x06F0,0x0714,0x06E5,0x06E6,0x06E7,0x06F3
15,0x02F1,0x02F1,0x06F2,0x06F2,0x3201,0x06F0,0x36F1,0x36F1,0x06EB,0x06F9,0x06F9,0x06FA,0x3201,0x3201,0x06F0,0x06F0,0x06F1,0x06F1,0x06F1,0x06F1
16,0x02F1,0x02F1,0x06F2,0x06F2,0x3201,0x06F8,0x06F9,0x06F9,0x06FA,0x3201,0x3201,0x3201,0x3201,0x3201,0x06F0,0x06F0,0x06F1,0x06F1,0x06F1,0x06F1
17,0x02F1,0x02F1,0x06F2,0x06F2,0x3201,0x3201,0x3201,0x3201,0x3201,0x3201,0x3201,0x06E8,0x06E9,0x06E9,0x06F4,0x06F0,0x06F1,0x06F1,0x06F1,0x06F1
18,0x02F1,0x02F1,0x06F2,0x06F2,0x3201,0x3207,0x3201,0x3201,0x3201,0x3201,0x3201,0x06F0,0x06F1,0x06F1,0x06F1,0x06F0,0x06F1,0x06F1,0x06F1,0x06F1
19,0x02F1,0x02F1,0x06F2,0x06F4,0x06E5,0x06E6,0x06E7,0x06E9,0x06E9,0x06E9,0x06E9,0x06F3,0x06F1,0x06F1,0x06F1,0x06F0,0x06F1,0x06F1,0x06F1,0x06F1
20,0x02F1,0x02F1,0x06F3,0x06E9,0x06E9,0x06E9,0x06E9,0x06E9,0x06E9,0x06E9,0x06E9,0x06E9,0x06E9,0x06E9,0x06E9,0x06F3,0x06F1,0x06F1,0x06F1,0x06F1
