map,Route133_Layout,width,80,height,40,primary,gTileset_General,secondary,gTileset_Pacifidlog
y\x,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,0x1170,0x1170,0x1170,0x1170,0x0575,0x0576,0x0575,0x0576,0x0550,0x0551,0x1170,0x1170,0x1170,0x1170,0x0550,0x0551,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0575,0x0576,0x1170,0x1170,0x1170,0x1170,0x0550,0x0551,0x0550,0x0551,0x1170,0x1170,0x1170,0x1170,0x0575,0x0576,0x0550,0x0551,0x0550,0x0551,0x0550,0x0551,0x1170,0x1170,0x1170,0x0550,0x0551,0x1170,0x1170,0x0550,0x0551,0x1170,0x1170,0x0575,0x0576,0x0550,0x0551,0x0575,0x0576,0x1170,0x1170,0x1170,0x1170,0x0550,0x0551,0x0550,0x0551,0x0575,0x0576,0x0550,0x0551,0x0575,0x0576,0x1170,0x1170,0x1170,0x0550,0x0551
1,0x0550,0x0551,0x1170,0x1170,0x057D,0x057E,0x057D,0x057E,0x0558,0x0559,0x1170,0x1170,0x0575,0x0576,0x0558,0x0559,0x0550,0x0551,0x0575,0x0576,0x0550,0x0551,0x057D,0x057E,0x0550,0x0551,0x0575,0x0576,0x0558,0x0559,0x0558,0x0559,0x1170,0x1170,0x0550,0x0551,0x057D,0x057E,0x0558,0x0559,0x0558,0x0559,0x0558,0x0559,0x1170,0x0575,0x0576,0x0558,0x0559,0x0550,0x0551,0x0558,0x0559,0x0550,0x0551,0x057D,0x057E,0x0558,0x0559,0x057D,0x057E,0x0550,0x0551,0x0575,0x0576,0x0558,0x0559,0x0558,0x0559,0x057D,0x057E,0x0558,0x0559,0x057D,0x057E,0x0550,0x0551,0x1170,0x0558,0x0559
2,0x0558,0x0559,0x0575,0x0576,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0575,0x0576,0x057D,0x057E,0x1170,0x1170,0x0558,0x0559,0x057D,0x057E,0x0558,0x0559,0x1263,0x1263,0x0558,0x0559,0x057D,0x057E,0x1170,0x1170,0x1170,0x1170,0x0550,0x0551,0x0558,0x0559,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0550,0x0551,0x057D,0x057E,0x1170,0x1170,0x0558,0x0559,0x1170,0x1170,0x0558,0x0559,0x1263,0x1263,0x1170,0x1170,0x1170,0x1170,0x0558,0x0559,0x057D,0x057E,0x1263,0x1263,0x1263,0x1263,0x1263,0x1170,0x1170,0x1170,0x1170,0x1170,0x0558,0x0559,0x0550,0x0551,0x1170
3,0x1170,0x1170,0x057D,0x057E,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x057D,0x057E,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1263,0x1263,0x1263,0x1263,0x1263,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0558,0x0559,0x1263,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x0558,0x0559,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1170,0x1170,0x1170,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1170,0x1170,0x1170,0x1170,0x0558,0x0559,0x1170
4,0x1263,0x1263,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x0550,0x0551,0x128C,0x128C,0x128C,0x1263,0x1263,0x1263,0x1263,0x1263,0x1170,0x1170,0x1170,0x1170,0x1170,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263
5,0x1263,0x1263,0x1263,0x1263,0x1170,0x1170,0x1170,0x1170,0x1575,0x1576,0x1170,0x1170,0x1575,0x1576,0x1170,0x1170,0x1170,0x1575,0x1576,0x1263,0x1263,0x1263,0x1263,0x1256,0x3246,0x3246,0x3246,0x1257,0x1263,0x1263,0x1263,0x1263,0x1283,0x1283,0x1283,0x1263,0x0558,0x0559,0x128C,0x128C,0x1263,0x1263,0x1263,0x1170,0x1170,0x1170,0x1170,0x1170,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1256,0x3246,0x3246,0x3246,0x3246,0x3246,0x3246,0x3246,0x3246,0x3246,0x3246,0x3246,0x3246,0x1257,0x1263
6,0x1263,0x1263,0x1263,0x1263,0x1263,0x1170,0x1575,0x1576,0x157D,0x157E,0x1170,0x1170,0x157D,0x157E,0x1170,0x1170,0x1170,0x157D,0x157E,0x1256,0x3246,0x3246,0x3246,0x323E,0x319E,0x319E,0x319E,0x125F,0x1263,0x1263,0x1263,0x1263,0x0550,0x0551,0x1283,0x1283,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x125E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x125F,0x1263
7,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x157D,0x157E,0x11AD,0x31AE,0x31AE,0x31AE,0x31AE,0x31AE,0x31AE,0x31AE,0x31AE,0x31AE,0x31AE,0x319B,0x055E,0x0557,0x0557,0x0557,0x0557,0x055F,0x124F,0x1267,0x1263,0x1263,0x1263,0x1263,0x0558,0x0559,0x1263,0x128C,0x128C,0x128C,0x128C,0x128C,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1283,0x1283,0x1283,0x1283,0x1283,0x1283,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1266,0x1247,0x1247,0x124E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x125F,0x1263
8,0x1263,0x1263,0x1263,0x1256,0x3246,0x3246,0x3246,0x3246,0x319B,0x319E,0x319E,0x319E,0x055E,0x0557,0x0557,0x0557,0x0557,0x0557,0x0557,0x0557,0x04B4,0x04DF,0x04DF,0x0474,0x0479,0x056F,0x125F,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x128C,0x128C,0x128C,0x128C,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1283,0x1283,0x1283,0x1283,0x1283,0x1283,0x1283,0x1283,0x1263,0x1263,0x1263,0x1263,0x1263,0x1266,0x1247,0x1247,0x124E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x125F,0x1263
9,0x1263,0x1263,0x1263,0x125E,0x055E,0x0557,0x055F,0x319E,0x319E,0x319E,0x319E,0x319E,0x0566,0x04DF,0x04DF,0x04DF,0x04DF,0x04DF,0x04DF,0x04DF,0x0474,0x0479,0x0479,0x056F,0x319E,0x319E,0x125F,0x1263,0x1263,0x1263,0x1263,0x128C,0x128C,0x128C,0x128C,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1256,0x3246,0x3246,0x3246,0x1257,0x1263,0x1263,0x1263,0x1263,0x1263,0x1283,0x1283,0x1283,0x1283,0x1283,0x1283,0x1263,0x1263,0x1263,0x1263,0x1263,0x1266,0x1247,0x124E,0x319E,0x319E,0x319E,0x319E,0x125F,0x1263
10,0x1263,0x1263,0x1256,0x323E,0x0566,0x04DF,0x04BE,0x055F,0x319E,0x319E,0x055E,0x0557,0x04BE,0x04DF,0x0474,0x0479,0x0479,0x0479,0x0479,0x0479,0x056F,0x319E,0x319E,0x319E,0x124F,0x1247,0x1267,0x1263,0x1263,0x128C,0x128C,0x128C,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x125E,0x319E,0x319E,0x319E,0x323F,0x3246,0x3246,0x1257,0x1263,0x1263,0x1263,0x1263,0x1263,0x1283,0x1283,0x1283,0x1283,0x1283,0x1283,0x1283,0x1263,0x1263,0x1263,0x1266,0x1247,0x1247,0x1247,0x1247,0x1267,0x1263
11,0x1263,0x1263,0x125E,0x055E,0x04BE,0x04DF,0x04DF,0x04BF,0x0557,0x0557,0x04BE,0x0474,0x0479,0x0479,0x056F,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x319E,0x124F,0x1247,0x1267,0x1263,0x1263,0x128C,0x128C,0x128C,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1283,0x1283,0x1283,0x1283,0x1263,0x1263,0x1263,0x1266,0x124E,0x319E,0x319E,0x319E,0x319E,0x319E,0x323F,0x3246,0x3246,0x1257,0x1263,0x1263,0x1263,0x1263,0x1263,0x1283,0x1283,0x1283,0x1283,0x1283,0x1283,0x1283,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263,0x1263
