map,Route120_Layout,width,40,height,100,primary,gTileset_General,secondary,gTileset_Fortree
y\x,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,0x04C6,0x04C7,0x04C6,0x04C7,0x04C6,0x04C7,0x04C6,0x04C6,0x04C6,0x0416,0x0416,0x0416,0x04C7,0x04C7,0x04C7,0x0416,0x0416,0x0416,0x0416,0x0416,0x0416,0x04C6,0x04C6,0x04C7,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C7,0x04C6,0x04C7,0x04C6,0x04C7,0x04C6,0x04C7,0x04C6,0x04C7,0x04C6,0x04C7
1,0x04C7,0x04C6,0x04C7,0x04C6,0x04C7,0x04C6,0x04C7,0x04C7,0x04C7,0x300F,0x300F,0x3001,0x0416,0x0416,0x0416,0x3001,0x300F,0x300F,0x300F,0x300F,0x3001,0x0416,0x0416,0x0416,0x0416,0x0416,0x0416,0x0416,0x0416,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C6,0x04C6
2,0x04C6,0x04C7,0x04C6,0x04C7,0x04C6,0x04C7,0x04C7,0x04C7,0x04C6,0x04C6,0x04C6,0x300F,0x300F,0x300F,0x300F,0x300F,0x04C6,0x04C6,0x04C6,0x0416,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x0416,0x0416,0x0416,0x0416,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7,0x04C7
3,0x04C7,0x04C7,0x04C6,0x04C6,0x0416,0x0417,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x04C6,0x0416,0x0416,0x0416,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x0403,0x3001,0x3001,0x3001,0x3001,0x3001,0x0416,0x0416,0x0416,0x04C7,0x04C7,0x04C6,0x04C6
4,0x0416,0x0416,0x0416,0x0416,0x3001,0x3001,0x0416,0x0416,0x0416,0x0416,0x0416,0x0416,0x0416,0x0416,0x0416,0x0416,0x3001,0x3001,0x3118,0x3119,0x3119,0x3119,0x3119,0x3119,0x3119,0x3119,0x3119,0x3119,0x3119,0x3119,0x3119,0x311A,0x3001,0x3001,0x3001,0x3001,0x0416,0x0416,0x04C7,0x04C6
5,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3118,0x3119,0x3119,0x3119,0x3121,0x3121,0x3121,0x3121,0x3129,0x3129,0x3129,0x3129,0x3129,0x3129,0x3129,0x3129,0x3129,0x312A,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x0416,0x04C6
6,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3118,0x3119,0x3119,0x3119,0x3119,0x3119,0x3119,0x3119,0x3121,0x3121,0x3121,0x3121,0x3129,0x3129,0x3129,0x312A,0x3015,0x3015,0x3015,0x3015,0x3015,0x3015,0x3015,0x3015,0x3015,0x3015,0x3015,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x04C6
7,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3128,0x3129,0x3129,0x3129,0x3129,0x3129,0x3129,0x3129,0x3129,0x3129,0x3129,0x312A,0x3001,0x3001,0x3001,0x3015,0x3015,0x3015,0x3015,0x3015,0x3015,0x3015,0x3015,0x3015,0x3015,0x3015,0x3015,0x3015,0x3015,0x3015,0x3001,0x3001,0x3001,0x0416
8,0x3001,0x3001,0x3001,0x3001,0x300F,0x300F,0x300F,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x300F,0x3015,0x3015,0x3015,0x3015,0x3015,0x3015,0x3015,0x3015,0x3015,0x3208,0x3015,0x3015,0x3015,0x3015,0x3015,0x3015,0x3015,0x3001,0x3001,0x3001
9,0x3001,0x300F,0x300F,0x300F,0x04C6,0x04C6,0x04C6,0x300F,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x3001,0x04C6,0x3015,0x3015,0x3015,0x3015,0x3015,0x3281,0x3282,0x3283,0x3015,0x3015,0x3015,0x3015,0x3015,0x3015,0x3015,0x3208,0x3015,0x3015,0x3001,0x300E
