map,Underwater3_Layout,width,80,height,80,primary,gTileset_General,secondary,gTileset_Underwater
y\x,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x0613,0x0613,0x0617,0x0613,0x0613,0x0617,0x0613,0x0617,0x0613,0x0617,0x0613,0x0617,0x0613,0x0617,0x0615,0x0615,0x0615,0x0613,0x0613,0x0615,0x0613,0x0613,0x0613,0x0615,0x0613,0x0613,0x0613,0x0613,0x0613,0x0613,0x0617,0x0613,0x0617,0x0613,0x0617,0x0613,0x0617,0x0617,0x0615,0x0613,0x0615,0x0613,0x0615,0x0613,0x0615,0x0615,0x0613,0x0613,0x0613,0x0613,0x0613,0x0613,0x0613,0x0613,0x0613,0x0614,0x0613,0x0617,0x0613,0x0617,0x0613,0x0615,0x0613,0x0615,0x0615,0x0613,0x0613,0x0613
1,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x0613,0x0613,0x0617,0x0613,0x0613,0x0617,0x0613,0x0617,0x0613,0x0617,0x0613,0x0617,0x0613,0x0617,0x0615,0x0615,0x0615,0x0613,0x0613,0x0615,0x0613,0x0613,0x0613,0x0615,0x0613,0x0613,0x0613,0x0613,0x0613,0x0613,0x0617,0x0613,0x0617,0x0613,0x0617,0x0613,0x0617,0x0617,0x0615,0x0613,0x0615,0x0613,0x0615,0x0613,0x0615,0x0615,0x0613,0x0613,0x0613,0x0613,0x0613,0x0613,0x0613,0x0613,0x0613,0x0617,0x0613,0x0617,0x0613,0x0617,0x0613,0x0615,0x0613,0x0615,0x0615,0x0613,0x0613,0x0613
2,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x0613,0x0613,0x0617,0x0613,0x0613,0x0617,0x0613,0x0617,0x0613,0x0617,0x0613,0x0617,0x0613,0x0617,0x0615,0x0615,0x061D,0x0607,0x0613,0x0615,0x0613,0x0613,0x0613,0x0615,0x0613,0x0613,0x0613,0x0613,0x0613,0x0613,0x0617,0x0613,0x0617,0x0613,0x0617,0x0613,0x0617,0x0617,0x0615,0x0613,0x0615,0x0613,0x0615,0x0613,0x0615,0x0615,0x0613,0x0613,0x0613,0x0613,0x0613,0x0613,0x0613,0x0613,0x0606,0x061F,0x0613,0x0617,0x0613,0x0617,0x0613,0x0615,0x0613,0x0615,0x0615,0x0613,0x0613,0x0613
3,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x0613,0x0613,0x0617,0x0613,0x3606,0x061F,0x0613,0x0617,0x0613,0x0617,0x0613,0x0617,0x0613,0x0617,0x0615,0x0615,0x0613,0x0615,0x0613,0x061D,0x0607,0x0613,0x0613,0x0615,0x0613,0x0613,0x0613,0x0613,0x0613,0x0613,0x0617,0x0613,0x0617,0x0613,0x0617,0x0613,0x0617,0x0617,0x0615,0x0613,0x0615,0x0613,0x0615,0x0613,0x0615,0x0615,0x0613,0x0613,0x0613,0x0613,0x0613,0x0613,0x0613,0x0613,0x0617,0x0613,0x0606,0x061F,0x0606,0x061F,0x0613,0x061D,0x0607,0x0615,0x061D,0x0607,0x0613,0x0613
4,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x0613,0x3606,0x061F,0x0613,0x0617,0x0613,0x0613,0x0617,0x0613,0x0617,0x0613,0x0617,0x0606,0x061F,0x0615,0x061D,0x0607,0x0615,0x0613,0x0613,0x0615,0x0613,0x0613,0x0615,0x0613,0x0613,0x0613,0x0613,0x0613,0x0613,0x0617,0x0613,0x0617,0x0613,0x0617,0x0613,0x0617,0x0617,0x061D,0x0607,0x0615,0x0613,0x0615,0x0613,0x0615,0x0615,0x0613,0x0613,0x0613,0x0613,0x0613,0x0613,0x0613,0x0606,0x061F,0x0606,0x061F,0x0606,0x061F,0x0613,0x0613,0x0613,0x0615,0x061D,0x0607,0x0615,0x0613,0x0613
5,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x0613,0x0617,0x0613,0x0613,0x0617,0x0613,0x0613,0x0617,0x0606,0x061F,0x0613,0x0617,0x0617,0x0613,0x0615,0x0613,0x0615,0x0615,0x0613,0x0613,0x0615,0x0613,0x0613,0x0615,0x0613,0x0613,0x0613,0x0613,0x0613,0x0613,0x0617,0x0613,0x0617,0x0613,0x0617,0x0613,0x0617,0x0617,0x0613,0x0615,0x0615,0x0613,0x0615,0x0613,0x0615,0x0615,0x0613,0x0613,0x0613,0x0613,0x0613,0x0613,0x0613,0x0614,0x0613,0x0617,0x0606,0x061F,0x0606,0x061B,0x061B,0x0607,0x061D,0x0607,0x0615,0x0615,0x0613,0x0613
6,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x3606,0x361E,0x361E,0x061E,0x061E,0x061F,0x3606,0x361E,0x061F,0x0613,0x0613,0x0617,0x0617,0x0613,0x0606,0x061F,0x0617,0x0613,0x061D,0x0607,0x0615,0x0615,0x0613,0x0613,0x0615,0x0613,0x0613,0x0615,0x0613,0x0613,0x0613,0x0613,0x0613,0x0613,0x0617,0x0613,0x0617,0x0613,0x0617,0x0613,0x0617,0x0617,0x0613,0x0615,0x0615,0x0613,0x0615,0x0613,0x0615,0x0615,0x0613,0x0613,0x0613,0x0613,0x0613,0x0613,0x0613,0x0617,0x0606,0x061F,0x0617,0x0606,0x0619,0x323B,0x323B,0x0618,0x0607,0x0615,0x0615,0x061D,0x0607,0x0613
7,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x3606,0x361F,0x3606,0x361E,0x361E,0x361E,0x361E,0x061F,0x0613,0x0613,0x0613,0x0613,0x0617,0x0617,0x0613,0x0617,0x0613,0x0617,0x0613,0x0613,0x0615,0x0615,0x0615,0x0613,0x0613,0x0615,0x0613,0x0613,0x0615,0x0613,0x0613,0x0613,0x0613,0x0613,0x0613,0x0617,0x0613,0x0617,0x0613,0x0617,0x0613,0x0617,0x0617,0x0613,0x0615,0x0615,0x0613,0x0615,0x0613,0x0615,0x0615,0x0613,0x0613,0x0613,0x0613,0x0613,0x0613,0x0606,0x061F,0x0617,0x0606,0x061F,0x0611,0x323B,0x323B,0x323B,0x323B,0x0610,0x0615,0x0615,0x0613,0x0615,0x0613
8,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x3617,0x3613,0x3617,0x3606,0x0607,0x0613,0x0613,0x0613,0x0613,0x0613,0x0613,0x0606,0x061F,0x0617,0x0613,0x0617,0x0606,0x061F,0x0613,0x0613,0x0615,0x0615,0x061D,0x0607,0x0613,0x061D,0x0607,0x0613,0x061D,0x0607,0x0613,0x0613,0x0613,0x0613,0x0613,0x0617,0x0613,0x0617,0x0613,0x0617,0x0613,0x0617,0x0617,0x0613,0x0615,0x061D,0x0607,0x0615,0x0613,0x0615,0x0615,0x0613,0x0613,0x0613,0x0613,0x0613,0x0613,0x0617,0x0613,0x0617,0x0617,0x0613,0x0611,0x3240,0x3243,0x3243,0x3241,0x0610,0x0615,0x061D,0x0607,0x0615,0x0613
9,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x3606,0x361F,0x3613,0x3617,0x0617,0x061D,0x0607,0x0613,0x0613,0x0613,0x0613,0x0613,0x0617,0x0613,0x0617,0x0606,0x061F,0x0617,0x0613,0x0613,0x0613,0x0615,0x061D,0x0607,0x0615,0x0613,0x0613,0x0615,0x0613,0x0613,0x0615,0x0613,0x0613,0x0613,0x0613,0x0613,0x0617,0x0613,0x0617,0x0613,0x0617,0x0613,0x0617,0x0617,0x0613,0x0615,0x0613,0x0615,0x0615,0x0613,0x0615,0x0615,0x0613,0x0613,0x0613,0x0613,0x0613,0x0613,0x0617,0x0606,0x061F,0x0617,0x0613,0x0611,0x323C,0x3250,0x3251,0x323A,0x0610,0x0615,0x0613,0x0615,0x061D,0x0607
10,0x3613,0x3613,0x3613,0x3613,0x3613,0x3613,0x3617,0x3613,0x3606,0x361F,0x3617,0x0613,0x0615,0x0613,0x0613,0x0613,0x0613,0x0613,0x0617,0x0606,0x061F,0x0617,0x0613,0x0617,0x0613,0x0613,0x0613,0x061D,0x0607,0x0615,0x0615,0x0613,0x0613,0x0615,0x0613,0x0613,0x0615,0x0613,0x0613,0x0613,0x0613,0x0613,0x0617,0x0613,0x0617,0x0613,0x0617,0x0613,0x0617,0x0617,0x0613,0x0615,0x0613,0x0615,0x061D,0x0607,0x0615,0x0615,0x0613,0x0613,0x0613,0x0613,0x0613,0x0613,0x0617,0x0617,0x0606,0x061F,0x0613,0x0611,0x323C,0x3254,0x0252,0x323A,0x0610,0x061D,0x0607,0x0615,0x0613,0x0615
11,0x3613,0x3613,0x3613,0x3613,0x3613,0x3606,0x361F,0x3613,0x3617,0x3613,0x3617,0x0613,0x061D,0x0607,0x0613,0x0613,0x0613,0x0613,0x0617,0x0617,0x0606,0x061F,0x0606,0x061F,0x0613,0x0613,0x0613,0x0613,0x0615,0x0615,0x061D,0x0607,0x0613,0x0615,0x0613,0x0613,0x0615,0x0613,0x0613,0x0613,0x0613,0x0613,0x0617,0x0613,0x0617,0x0613,0x0617,0x0613,0x0617,0x0617,0x0613,0x0615,0x0613,0x0615,0x0613,0x0615,0x0615,0x0615,0x0613,0x0613,0x0613,0x0613,0x0613,0x0613,0x0617,0x0617,0x0617,0x0613,0x0606,0x0619,0x323C,0x3254,0x0252,0x323A,0x0610,0x0613,0x0615,0x061D,0x0607,0x0615
12,0x3613,0x3613,0x3613,0x3613,0x3613,0x3617,0x3613,0x3613,0x3617,0x3613,0x3617,0x3606,0x0607,0x061D,0x0607,0x0613,0x0613,0x0613,0x0617,0x0617,0x0617,0x0606,0x061F,0x0606,0x061B,0x061B,0x0607,0x0613,0x0615,0x061D,0x0607,0x0615,0x0613,0x061D,0x0607,0x0613,0x0615,0x0613,0x0613,0x0613,0x0613,0x0613,0x0617,0x0613,0x0617,0x0606,0x061F,0x0613,0x0617,0x0617,0x0613,0x061D,0x0607,0x0615,0x0613,0x0615,0x0615,0x0615,0x0613,0x0613,0x0613,0x0613,0x0613,0x0613,0x0617,0x0617,0x0617,0x0606,0x0619,0x3240,0x3247,0x3254,0x3252,0x323A,0x0618,0x0607,0x0615,0x0613,0x0615,0x0615
