map,Route114_Layout,width,40,height,80,primary,gTileset_General,secondary,gTileset_Fallarbor
y\x,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,0x066B,0x066C,0x066B,0x066C,0x066B,0x066C,0x066B,0x066C,0x066B,0x066C,0x066B,0x066C,0x066B,0x066C,0x066B,0x0207,0x0717,0x031E,0x031F,0x0670,0x0670,0x0314,0x0679,0x0679,0x0717,0x031E,0x031E,0x031E,0x031E,0x031E,0x031E,0x031E,0x031E,0x031E,0x031E,0x031E,0x031E,0x031E,0x031E,0x031E
1,0x0673,0x0674,0x0673,0x0674,0x0673,0x060F,0x060E,0x060F,0x060E,0x060F,0x060E,0x060F,0x060E,0x060F,0x060E,0x060F,0x02FD,0x0668,0x0669,0x0678,0x0670,0x0314,0x0679,0x0679,0x02FD,0x0668,0x0669,0x0669,0x0669,0x0669,0x0669,0x0669,0x0669,0x0669,0x0669,0x0669,0x0669,0x0669,0x0669,0x0669
2,0x066B,0x066C,0x066B,0x066C,0x060F,0x031E,0x031E,0x031E,0x031E,0x031E,0x031E,0x031E,0x031E,0x031E,0x031E,0x031E,0x031F,0x0670,0x0668,0x0669,0x0678,0x331D,0x331E,0x331E,0x331F,0x0670,0x0668,0x0669,0x0744,0x0745,0x0745,0x0746,0x0669,0x0669,0x0669,0x0669,0x0669,0x0669,0x0669,0x0669
3,0x0673,0x0674,0x0673,0x060F,0x32FD,0x0668,0x0669,0x0669,0x0669,0x0669,0x0669,0x0669,0x0669,0x0669,0x0669,0x0669,0x0669,0x0678,0x0670,0x330D,0x0668,0x0669,0x0669,0x0669,0x0669,0x0678,0x0670,0x0668,0x0685,0x0686,0x0686,0x0687,0x06C2,0x06C3,0x06C2,0x06C3,0x06C2,0x06C3,0x06C2,0x06C3
4,0x066B,0x066C,0x066B,0x0207,0x32FD,0x0670,0x0668,0x0669,0x0669,0x0669,0x0669,0x0669,0x0669,0x0669,0x0669,0x0669,0x0669,0x0669,0x0678,0x0668,0x0678,0x0668,0x0669,0x0669,0x0669,0x0669,0x0678,0x0670,0x068D,0x069D,0x069E,0x068F,0x06CA,0x36CB,0x06CA,0x36CB,0x06CA,0x36CB,0x06CA,0x36CB
5,0x0673,0x0674,0x0673,0x060F,0x32FD,0x0670,0x0670,0x3303,0x3271,0x1180,0x1189,0x1189,0x1189,0x1189,0x1189,0x1189,0x1189,0x1189,0x1181,0x0670,0x0668,0x0678,0x0668,0x0669,0x0669,0x0669,0x0669,0x0678,0x0695,0x06A5,0x06A6,0x0697,0x3288,0x3289,0x3289,0x328A,0x3288,0x3289,0x3289,0x328A
6,0x060F,0x060E,0x060F,0x0679,0x32FD,0x0670,0x0670,0x3314,0x3279,0x1190,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1170,0x1192,0x0670,0x0670,0x0668,0x0678,0x3303,0x3271,0x3271,0x3271,0x3271,0x331C,0x3279,0x3279,0x32A7,0x3290,0x329B,0x329B,0x3292,0x3290,0x329B,0x329B,0x3292
7,0x331E,0x331E,0x331E,0x331E,0x331F,0x0670,0x0670,0x3314,0x3279,0x1190,0x1170,0x1170,0x1170,0x1170,0x1178,0x0668,0x0669,0x0669,0x0669,0x0678,0x0670,0x0670,0x3303,0x331C,0x1180,0x1189,0x1189,0x1181,0x3279,0x32E8,0x32EA,0x0403,0x3290,0x3291,0x329B,0x3292,0x3290,0x3291,0x329B,0x3292
8,0x0669,0x0669,0x0669,0x0669,0x0669,0x0678,0x0670,0x3314,0x3279,0x1190,0x1170,0x1170,0x1178,0x0668,0x0669,0x0678,0x0668,0x0669,0x0669,0x0669,0x0678,0x0670,0x3314,0x329F,0x1190,0x1170,0x1170,0x1192,0x3279,0x32F0,0x32F2,0x3279,0x3298,0x3299,0x3299,0x329A,0x3298,0x3299,0x3299,0x329A
9,0x0669,0x0669,0x0669,0x0669,0x0669,0x0669,0x0678,0x331D,0x331E,0x1190,0x1170,0x1170,0x1192,0x0670,0x0668,0x0669,0x0678,0x0668,0x0669,0x0669,0x0669,0x0678,0x3314,0x3279,0x1190,0x1170,0x1170,0x1192,0x329F,0x32F0,0x32F2,0x3279,0x3279,0x3279,0x3279,0x3279,0x3279,0x3279,0x3279,0x3279
